candidate_id,candiate_name,gender,age,dob,political_party,election_symbol,is_independent,province_id,provience_name,district_code,district_name,constituency_no,serial_no,votes_received,rank,is_elected,vote_share_pct,qualification_normalized
341996,Lal Wahadur Rana,Male,42,11/5/2040,Gandhian Party Nepal,Sheep,FALSE,5,Lumbini Province,46,Rupandehi,3,2618,4,35,FALSE,0,Plus 2 / Higher Secondary
341144,Jumrati Dhunia Muslim,Male,51,5/20/2031,Independent,Ascot,TRUE,5,Lumbini Province,46,Rupandehi,3,2619,4,36,FALSE,0,???????
342471,Kanhaiya Baniya,Male,36,6/8/2046,National Independence Party,Bell,FALSE,5,Lumbini Province,46,Rupandehi,4,2620,28066,1,TRUE,38.96,Masters
341739,Pramod Kumar Yadav,Male,46,1/1/2036,Communist Party of Nepal (Unified Marxist-Leninist),Sun,FALSE,5,Lumbini Province,46,Rupandehi,4,2621,20262,2,FALSE,28.13,Bachelor
341570,Ashutosh Mishra,Male,47,9/23/2035,Nepali Congress,Tree,FALSE,5,Lumbini Province,46,Rupandehi,4,2622,15613,3,FALSE,21.67,Masters
340055,Sarvendra Nath Shukla,Male,76,9/15/2006,"Janata Samajwadi Party, Nepal",A tilted umbrella,FALSE,5,Lumbini Province,46,Rupandehi,4,2623,3410,4,FALSE,4.73,Bachelor of Medical Engineering
340743,Bhopendra Prasad Yadav,Male,40,5/19/2042,Public opinion party,Loudspeaker,FALSE,5,Lumbini Province,46,Rupandehi,4,2624,2077,5,FALSE,2.88,Masters
339973,Ahmeddin Muslim,Male,49,5/15/2033,National Democratic Party,Plow,FALSE,5,Lumbini Province,46,Rupandehi,4,2625,926,6,FALSE,1.29,Bachelor
342071,Vishwa Nath Sharma,Male,45,9/13/2037,Independent,Trophy,TRUE,5,Lumbini Province,46,Rupandehi,4,2626,479,7,FALSE,0.66,Plus 2 / Higher Secondary
340958,Babu Lal Yadav,Male,65,3/24/2017,Nepali Communist Party,five-pointed star,FALSE,5,Lumbini Province,46,Rupandehi,4,2627,440,8,FALSE,0.61,Bachelor
342294,Vishnu Prasad Tiwari,Male,69,10/17/2013,Communist Party of Nepal (Maoist),A rose with two petals inside a circle.,FALSE,5,Lumbini Province,46,Rupandehi,4,2628,224,9,FALSE,0.31,?? ?????
341653,Jung Bahadur Yadav,Male,53,1/15/2029,Nepal Janata Party,Lotus flower,FALSE,5,Lumbini Province,46,Rupandehi,4,2629,207,10,FALSE,0.29,"S.L.C., C.M.A."
342338,Jyoti Thapa,Woman,47,1/17/2035,Aam Janata Party (Single Election Symbol),Mobile,FALSE,5,Lumbini Province,46,Rupandehi,4,2630,76,11,FALSE,0.11,SLC
342125,Juthe Damai,Male,49,9/12/2033,Labor Culture Party,The soil in Anjuli,FALSE,5,Lumbini Province,46,Rupandehi,4,2631,47,12,FALSE,0.07,SLC
341390,Karna Bahadur Gurung,Male,57,9/5/2025,Mongol National Organization,Rooster,FALSE,5,Lumbini Province,46,Rupandehi,4,2632,36,13,FALSE,0.05,SLC
339696,Kamal Koju,Woman,50,10/11/2032,Nepal Labor Farmers Party,Model,FALSE,5,Lumbini Province,46,Rupandehi,4,2633,28,14,FALSE,0.04,SLC
340120,Ramesh Kurmi,Male,45,3/11/2037,Independent,Wandering around,TRUE,5,Lumbini Province,46,Rupandehi,4,2634,28,15,FALSE,0.04,Literate
341843,Radhe Shyam Vania,Male,37,1/1/2045,Independent,Jeep,TRUE,5,Lumbini Province,46,Rupandehi,4,2635,24,16,FALSE,0.03,?? ???
341484,Fadindra Tiwari,Male,43,2/28/2039,Communist Party of Nepal (United),Sickle,FALSE,5,Lumbini Province,46,Rupandehi,4,2636,23,17,FALSE,0.03,?? ?????
342214,Mohammad Arif Muslim Khan,Male,34,11/18/2048,Independent,Ink,TRUE,5,Lumbini Province,46,Rupandehi,4,2637,19,18,FALSE,0.03,SLC
340497,Sudarshan Ahir,Male,56,9/1/2026,National People's Liberation Party,Shaking hands,FALSE,5,Lumbini Province,46,Rupandehi,4,2638,17,19,FALSE,0.02,Literate
342175,Vinay Kumar Chaudhary,Male,29,3/7/2053,Independent,Mango,TRUE,5,Lumbini Province,46,Rupandehi,4,2639,16,20,FALSE,0.02,BBA
340184,Court Chai,Male,68,2/1/2014,Independent,Cauliflower,TRUE,5,Lumbini Province,46,Rupandehi,4,2640,12,21,FALSE,0.02,Literate
341010,Sasikala Pandey,Woman,35,7/29/2047,Independent,Calculator,TRUE,5,Lumbini Province,46,Rupandehi,4,2641,8,22,FALSE,0.01,???????? ??
341416,Taufiq Ahmad Khan,Male,38,6/15/2044,National Independence Party,Bell,FALSE,5,Lumbini Province,46,Rupandehi,5,2642,38806,1,TRUE,49.23,MBA
341218,Khim Lal Bhattarai,Male,55,1/15/2027,Communist Party of Nepal (Unified Marxist-Leninist),Sun,FALSE,5,Lumbini Province,46,Rupandehi,5,2643,13100,2,FALSE,16.62,M.A./B.L
340937,Bharat Kumar Shah,Male,71,4/11/2011,Nepali Congress,Tree,FALSE,5,Lumbini Province,46,Rupandehi,5,2644,12624,3,FALSE,16.02,????????????
340165,Muhammad Wakil Muslim,Male,57,1/2/2025,Nepali Communist Party,five-pointed star,FALSE,5,Lumbini Province,46,Rupandehi,5,2645,6176,4,FALSE,7.84,SLC pass
342054,Om Prakash Yadav,Male,45,1/14/2037,Public opinion party,Loudspeaker,FALSE,5,Lumbini Province,46,Rupandehi,5,2646,3109,5,FALSE,3.94,Bachelor
339992,Min Prasad Ghimire,Male,67,1/13/2015,National Democratic Party,Plow,FALSE,5,Lumbini Province,46,Rupandehi,5,2647,1654,6,FALSE,2.1,10+2 pass
342289,Shivlal Vishwakarma,Male,41,7/21/2041,Labor Culture Party,The soil in Anjuli,FALSE,5,Lumbini Province,46,Rupandehi,5,2648,1369,7,FALSE,1.74,Literate
339491,Sunil Chaudhary Tharu,Male,31,5/7/2051,Progressive Democratic Party,Single open eye,FALSE,5,Lumbini Province,46,Rupandehi,5,2649,535,8,FALSE,0.68,10+2 pass
341914,Keshav Bhattarai,Male,36,9/8/2046,Ujjaya Nepal Party,A burning electric lamp,FALSE,5,Lumbini Province,46,Rupandehi,5,2650,354,9,FALSE,0.45,???????????? LLM
342146,Vishnu Prasad Bhattarai,Male,50,10/10/2032,Communist Party of Nepal (Maoist),A rose with two petals inside a circle.,FALSE,5,Lumbini Province,46,Rupandehi,5,2651,296,10,FALSE,0.38,SLC
339887,Jayeshwar Regmi,Male,74,3/8/2008,National People's Front,Glass,FALSE,5,Lumbini Province,46,Rupandehi,5,2652,171,11,FALSE,0.22,10+2 pass
340214,Muhammad Baheed Fakir,Male,44,4/20/2038,"Janata Samajwadi Party, Nepal",A tilted umbrella,FALSE,5,Lumbini Province,46,Rupandehi,5,2653,136,12,FALSE,0.17,??????? ?????
341983,Keshu Raskoti Magar,Woman,39,11/22/2042,National Republic of Nepal,Flying bee,FALSE,5,Lumbini Province,46,Rupandehi,5,2654,131,13,FALSE,0.17,10+2 pass
342099,Chanda Thapa,Woman,47,1/11/2035,National People's Liberation Party,Shaking hands,FALSE,5,Lumbini Province,46,Rupandehi,5,2655,70,14,FALSE,0.09,10 pass
341360,Birendra Kumar Dhovi,Male,42,3/20/2040,"Civil Liberties Party, Nepal (single election symbol)",Millstone,FALSE,5,Lumbini Province,46,Rupandehi,5,2656,61,15,FALSE,0.08,8 pass
342428,Raju is the best,Male,31,8/2/2051,Nepal Janasewa Party,White and black shoes,FALSE,5,Lumbini Province,46,Rupandehi,5,2657,50,16,FALSE,0.06,10+2 pass
340089,Jagilal Thapa,Male,44,3/4/2038,Nepal Labor Farmers Party,Model,FALSE,5,Lumbini Province,46,Rupandehi,5,2658,46,17,FALSE,0.06,???????????? ??
342503,Khem Prasad Gurung,Male,59,11/18/2023,Aam Janata Party (Single Election Symbol),Mobile,FALSE,5,Lumbini Province,46,Rupandehi,5,2659,37,18,FALSE,0.05,???????
340754,Jai Narayan Kafle,Male,81,1/16/2001,Independent,Contract,TRUE,5,Lumbini Province,46,Rupandehi,5,2660,22,19,FALSE,0.03,Literate
341780,Jagdish Yadav,Male,37,8/12/2045,Independent,Petrol pump,TRUE,5,Lumbini Province,46,Rupandehi,5,2661,18,20,FALSE,0.02,12 pass
341608,Indra Bahadur Nepali,Male,64,7/22/2018,Mongol National Organization,Rooster,FALSE,5,Lumbini Province,46,Rupandehi,5,2662,14,21,FALSE,0.02,slc pass
339340,Basant Kumar Yadav,Male,25,4/10/2057,Independent,Panda,TRUE,5,Lumbini Province,46,Rupandehi,5,2663,10,22,FALSE,0.01,10+2 pass
342378,Shakil Ahmed Khan,Male,42,10/27/2040,Independent,Scissors,TRUE,5,Lumbini Province,46,Rupandehi,5,2664,10,23,FALSE,0.01,???????
342026,Basanti Chamar,Woman,61,3/15/2021,Independent,Syringe,TRUE,5,Lumbini Province,46,Rupandehi,5,2665,9,24,FALSE,0.01,??????? ??????
341105,Laxman Bahadur Nepal,Male,56,8/4/2026,Independent,Mango,TRUE,5,Lumbini Province,46,Rupandehi,5,2666,9,25,FALSE,0.01,Literate
339557,Vikram Prasad Yadav,Male,56,6/1/2026,Independent,Camera,TRUE,5,Lumbini Province,46,Rupandehi,5,2667,5,26,FALSE,0.01,SLC pass
339721,Dhirendra Prasad Chaudhary,Male,43,5/5/2039,Independent,Coconut,TRUE,5,Lumbini Province,46,Rupandehi,5,2668,3,27,FALSE,0,SLC pass
341902,Mohan Lal Acharya,Male,53,6/8/2029,National Independence Party,Bell,FALSE,5,Lumbini Province,47,Kapilvastu,1,2669,34148,1,TRUE,40.1,??????????
340638,Ashish Sharma,Male,46,2/15/2036,Independent,Jeep,TRUE,5,Lumbini Province,47,Kapilvastu,1,2670,15860,2,FALSE,18.62,Bachelor
341670,Athar Kamal Muslim,Male,55,1/28/2027,Nepali Congress,Tree,FALSE,5,Lumbini Province,47,Kapilvastu,1,2671,14582,3,FALSE,17.12,ISc
339507,Vishram Prasad Chaudhary,Male,58,4/2/2024,Communist Party of Nepal (Unified Marxist-Leninist),Sun,FALSE,5,Lumbini Province,47,Kapilvastu,1,2672,7981,4,FALSE,9.37,?? ?
340308,Krishna Bahadur Kunwar,Male,55,4/15/2027,Nepali Communist Party,five-pointed star,FALSE,5,Lumbini Province,47,Kapilvastu,1,2673,4616,5,FALSE,5.42,IA
340807,Shatrughan Bilas Singh Kurmi,Male,48,1/1/2034,National Democratic Party,Plow,FALSE,5,Lumbini Province,47,Kapilvastu,1,2674,2127,6,FALSE,2.5,SLC
341391,Narendra Prasad Chaudhary,Male,55,4/2/2027,Public opinion party,Loudspeaker,FALSE,5,Lumbini Province,47,Kapilvastu,1,2675,1889,7,FALSE,2.22,BE electricals
342656,Babbu Singh Yadav,Male,30,9/15/2052,"Janata Samajwadi Party, Nepal",A tilted umbrella,FALSE,5,Lumbini Province,47,Kapilvastu,1,2676,1485,8,FALSE,1.74,Plus 2 / Higher Secondary
341475,Daroga Prasad Kurmi,Male,67,9/7/2015,Labor Culture Party,The soil in Anjuli,FALSE,5,Lumbini Province,47,Kapilvastu,1,2677,439,9,FALSE,0.52,"?? ????, ?????? (???)"
341295,Bhaggu Prasad Chaudhary Tharu,Male,56,8/30/2026,"Civil Liberties Party, Nepal (single election symbol)",Millstone,FALSE,5,Lumbini Province,47,Kapilvastu,1,2678,332,10,FALSE,0.39,SLC
342707,Nisar Ahmed Muslim,Male,40,12/15/2041,Nation Building Party Nepal,Water bottle inside a circle,FALSE,5,Lumbini Province,47,Kapilvastu,1,2679,304,11,FALSE,0.36,Below SLC
339416,Sangh Prasad Tharu,Male,56,2/15/2026,Communist Party of Nepal (Maoist),A rose with two petals inside a circle.,FALSE,5,Lumbini Province,47,Kapilvastu,1,2680,294,12,FALSE,0.35,SLC
342490,Madhav Bhat,Male,45,11/20/2037,National People's Front,Glass,FALSE,5,Lumbini Province,47,Kapilvastu,1,2681,243,13,FALSE,0.29,SLC
342238,Jaywant Vikram Shah,Male,66,1/1/2016,"National Liberation Movement, Nepal",Hexagon,FALSE,5,Lumbini Province,47,Kapilvastu,1,2682,203,14,FALSE,0.24,????? ??
342082,Manoj Kumar Shukla,Male,36,1/29/2046,Nepal Janata Party,Lotus flower,FALSE,5,Lumbini Province,47,Kapilvastu,1,2683,89,15,FALSE,0.1,SLC
339894,Muslims who cannot say where the emperor is,Woman,37,1/6/2045,Independent,Pressure cooker,TRUE,5,Lumbini Province,47,Kapilvastu,1,2684,89,16,FALSE,0.1,Unknown
342468,Abdullah Muslim,Male,42,5/22/2040,National People's Party,Bulldozer,FALSE,5,Lumbini Province,47,Kapilvastu,1,2685,69,17,FALSE,0.08,?? ?????
340440,Shankar Bhatkshetri,Male,43,7/23/2039,Independent,Box,TRUE,5,Lumbini Province,47,Kapilvastu,1,2686,53,18,FALSE,0.06,SLC
341502,Ram Gopal Kurmi,Male,61,5/8/2021,Independent,Rickshaw,TRUE,5,Lumbini Province,47,Kapilvastu,1,2687,47,19,FALSE,0.06,Literate
342268,Surendra Kumar Shukla,Male,50,7/15/2032,Independent,Harmonium,TRUE,5,Lumbini Province,47,Kapilvastu,1,2688,47,20,FALSE,0.06,???
342741,Keshar Bahadur Suryavanshi,Male,43,3/14/2039,Mongol National Organization,Rooster,FALSE,5,Lumbini Province,47,Kapilvastu,1,2689,40,21,FALSE,0.05,Unknown
340997,Narendra Bahadur Welbase,Male,59,1/24/2023,Independent,Fan,TRUE,5,Lumbini Province,47,Kapilvastu,1,2690,38,22,FALSE,0.04,SLC
341867,Kalyan Tandon,Male,48,9/3/2034,Independent,Triangle,TRUE,5,Lumbini Province,47,Kapilvastu,1,2691,34,23,FALSE,0.04,Plus 2 / Higher Secondary
342608,Robin Karki,Male,29,7/24/2053,Nepal Janasewa Party,White and black shoes,FALSE,5,Lumbini Province,47,Kapilvastu,1,2692,27,24,FALSE,0.03,Plus 2 / Higher Secondary
340519,Numa B.A.,Woman,40,3/14/2042,National People's Liberation Party,Shaking hands,FALSE,5,Lumbini Province,47,Kapilvastu,1,2693,24,25,FALSE,0.03,SLC
339965,Shiv Bahadur Darzi,Male,37,6/10/2045,Aam Janata Party (Single Election Symbol),Mobile,FALSE,5,Lumbini Province,47,Kapilvastu,1,2694,22,26,FALSE,0.03,???????? ??????????
342416,Prakash Bhusal,Male,45,2/21/2037,Independent,Syringe,TRUE,5,Lumbini Province,47,Kapilvastu,1,2695,20,27,FALSE,0.02,???
342717,Dharmender Pasi,Male,36,12/17/2045,Independent,Hazari,TRUE,5,Lumbini Province,47,Kapilvastu,1,2696,16,28,FALSE,0.02,Plus 2 / Higher Secondary
340713,Chandra Kumar Bahai,Male,29,4/29/2053,Independent,Water filter,TRUE,5,Lumbini Province,47,Kapilvastu,1,2697,13,29,FALSE,0.02,???? ???????? ??
340876,Buddhi Nath Pokharel,Male,47,8/5/2035,Independent,Cap,TRUE,5,Lumbini Province,47,Kapilvastu,1,2698,8,30,FALSE,0.01,Bachelor
341960,Surya Prasad Baral,Male,52,10/13/2030,Independent,Round,TRUE,5,Lumbini Province,47,Kapilvastu,1,2699,8,31,FALSE,0.01,SLC
342583,Abdul Rehman -,Male,45,5/10/2037,Independent,Scissors,TRUE,5,Lumbini Province,47,Kapilvastu,1,2700,5,32,FALSE,0.01,??? ?????
341330,Ram Narayan Tharu,Male,53,5/3/2029,Independent,Stool,TRUE,5,Lumbini Province,47,Kapilvastu,1,2701,5,33,FALSE,0.01,SLC
339658,Madhav Prasad Khanal (Teacher),Male,57,5/10/2025,Independent,Mango,TRUE,5,Lumbini Province,47,Kapilvastu,1,2702,4,34,FALSE,0,SLC
341561,Vikram Thapa,Male,63,12/6/2018,National Independence Party,Bell,FALSE,5,Lumbini Province,47,Kapilvastu,2,2703,27635,1,TRUE,34.51,??.??.??.
340820,Surendra Raj Acharya,Male,67,1/1/2015,Nepali Congress,Tree,FALSE,5,Lumbini Province,47,Kapilvastu,2,2704,21527,2,FALSE,26.88,Bachelor
339730,Brijesh Kumar Gupta,Male,55,8/18/2027,Nepali Communist Party,five-pointed star,FALSE,5,Lumbini Province,47,Kapilvastu,2,2705,20482,3,FALSE,25.58,??.??.??.???????????
341146,Durga Narayan Pandey,Male,63,5/25/2019,Communist Party of Nepal (Unified Marxist-Leninist),Sun,FALSE,5,Lumbini Province,47,Kapilvastu,2,2706,7357,4,FALSE,9.19,??.?.??.
339828,Vishnu Prasad Bhandari,Male,46,2/15/2036,National Democratic Party,Plow,FALSE,5,Lumbini Province,47,Kapilvastu,2,2707,1181,5,FALSE,1.47,??????????
341678,Murli Kurmi,Male,65,4/17/2017,Public opinion party,Loudspeaker,FALSE,5,Lumbini Province,47,Kapilvastu,2,2708,381,6,FALSE,0.48,??.??.??.?.??
340210,Ram Chandra Kori,Male,48,1/1/2034,Sovereign Citizens Party,A 24-knuckle wheel inside a dark blue circle,FALSE,5,Lumbini Province,47,Kapilvastu,2,2709,344,7,FALSE,0.43,Plus 2 / Higher Secondary
341051,Abdul Ghaffar Ansari,Male,34,8/28/2048,Independent,Syringe,TRUE,5,Lumbini Province,47,Kapilvastu,2,2710,221,8,FALSE,0.28,Plus 2 / Higher Secondary
339580,Raj Mangal Tharu,Male,54,12/2/2027,Communist Party of Nepal (Maoist),A rose with two petals inside a circle.,FALSE,5,Lumbini Province,47,Kapilvastu,2,2711,194,9,FALSE,0.24,????? slc
341451,Ram Newas Yadav,Male,49,3/2/2033,"Janata Samajwadi Party, Nepal",A tilted umbrella,FALSE,5,Lumbini Province,47,Kapilvastu,2,2712,114,10,FALSE,0.14,SLC
341501,Arun Tiwari,Male,31,11/5/2051,Independent,Helmet,TRUE,5,Lumbini Province,47,Kapilvastu,2,2713,103,11,FALSE,0.13,Plus 2 / Higher Secondary
340615,Lakshmi Kumari Mandari,Woman,54,1/10/2028,National People's Front,Glass,FALSE,5,Lumbini Province,47,Kapilvastu,2,2714,102,12,FALSE,0.13,???? ????? ???
342344,Sesha Narayan Shukla,Male,34,4/23/2048,Nepal Janata Party,Lotus flower,FALSE,5,Lumbini Province,47,Kapilvastu,2,2715,82,13,FALSE,0.1,Plus 2 / Higher Secondary
340774,Jamvanti Bhuj,Woman,44,4/20/2038,National Liberation Party Nepal (single election symbol),Millstone,FALSE,5,Lumbini Province,47,Kapilvastu,2,2716,78,14,FALSE,0.1,SLC
340377,Buddhi Bahadur Saru Thapa,Male,63,11/16/2019,National Republic of Nepal,Flying bee,FALSE,5,Lumbini Province,47,Kapilvastu,2,2717,42,15,FALSE,0.05,????? 10
341972,Pin Bahadur Darzi,Male,39,11/13/2043,Mongol National Organization,Rooster,FALSE,5,Lumbini Province,47,Kapilvastu,2,2718,41,16,FALSE,0.05,SLC
340053,Sartaj Ahmed Mu,Male,32,10/24/2050,Independent,Water jar,TRUE,5,Lumbini Province,47,Kapilvastu,2,2719,37,17,FALSE,0.05,SLC
340903,Ram Prasad Passi,Male,76,7/14/2006,National People's Party,Bulldozer,FALSE,5,Lumbini Province,47,Kapilvastu,2,2720,28,18,FALSE,0.03,SLC
342273,Suman Giri,Male,30,5/13/2052,Nepal Janasewa Party,White and black shoes,FALSE,5,Lumbini Province,47,Kapilvastu,2,2721,27,19,FALSE,0.03,Plus 2 / Higher Secondary
342185,Prem Bahadur V.K,Male,40,1/7/2042,Aam Janata Party (Single Election Symbol),Mobile,FALSE,5,Lumbini Province,47,Kapilvastu,2,2722,21,20,FALSE,0.03,Bachelor
340701,Vijay Nanda Chauve,Male,62,12/10/2019,Independent,Cymbal,TRUE,5,Lumbini Province,47,Kapilvastu,2,2723,21,21,FALSE,0.03,??.?.??.
340260,Ram Prasad Poudel,Male,46,3/14/2036,Independent,Triangle,TRUE,5,Lumbini Province,47,Kapilvastu,2,2724,15,22,FALSE,0.02,SLC
340427,Tomnath Kurmi,Male,42,10/25/2040,Independent,Round,TRUE,5,Lumbini Province,47,Kapilvastu,2,2725,14,23,FALSE,0.02,?????
339969,Rakesh Kurmi,Male,48,9/15/2034,Independent,Stool,TRUE,5,Lumbini Province,47,Kapilvastu,2,2726,9,24,FALSE,0.01,Plus 2 / Higher Secondary
340300,Tara Prasad Adhikari,Male,54,5/21/2028,Independent,Scissors,TRUE,5,Lumbini Province,47,Kapilvastu,2,2727,7,25,FALSE,0.01,SLC
341198,Krishna Chandra Pasi,Male,48,3/25/2034,Independent,Kangaroo,TRUE,5,Lumbini Province,47,Kapilvastu,2,2728,5,26,FALSE,0.01,??.?.
339898,Mahesh Kurmi,Male,38,7/15/2044,Independent,Cup and plate,TRUE,5,Lumbini Province,47,Kapilvastu,2,2729,4,27,FALSE,0,SLC
340492,Ibrahim Pathan,Male,50,2/13/2032,Independent,Pressure cooker,TRUE,5,Lumbini Province,47,Kapilvastu,2,2730,3,28,FALSE,0,Literate
341266,Abhishek Pratap Shah,Male,43,6/19/2039,Nepali Congress,Tree,FALSE,5,Lumbini Province,47,Kapilvastu,3,2731,23535,1,TRUE,34.02,Unknown
341989,Prakash Rajouria,Male,52,3/30/2030,National Independence Party,Bell,FALSE,5,Lumbini Province,47,Kapilvastu,3,2732,18890,2,FALSE,27.3,?????? ??
342305,Birendra Kumar Kanodia,Male,66,7/3/2016,Communist Party of Nepal (Unified Marxist-Leninist),Sun,FALSE,5,Lumbini Province,47,Kapilvastu,3,2733,14763,3,FALSE,21.34,BA LLB
340136,Ishwar Dayal Mishra,Male,59,2023-02-29,National Liberation Party Nepal (single election symbol),Millstone,FALSE,5,Lumbini Province,47,Kapilvastu,3,2734,5017,4,FALSE,7.25,??????? ??
342060,Ehsan Ahmed Khan,Male,62,4/24/2020,Nepali Communist Party,five-pointed star,FALSE,5,Lumbini Province,47,Kapilvastu,3,2735,4251,5,FALSE,6.14,???????? ?????? ????? ????? ??????
340342,Vinod Luitel,Male,33,7/5/2049,Communist Party of Nepal (Maoist),A rose with two petals inside a circle.,FALSE,5,Lumbini Province,47,Kapilvastu,3,2736,572,6,FALSE,0.83,?????? ??
342652,Prem Shankar Shukla,Male,46,1/15/2036,National Democratic Party,Plow,FALSE,5,Lumbini Province,47,Kapilvastu,3,2737,536,7,FALSE,0.77,SLC
342690,Ishwar Kumar Raut,Male,51,3/13/2031,Public opinion party,Loudspeaker,FALSE,5,Lumbini Province,47,Kapilvastu,3,2738,339,8,FALSE,0.49,Plus 2 / Higher Secondary
340846,eat wait,Male,52,9/11/2030,Independent,Chessgoti,TRUE,5,Lumbini Province,47,Kapilvastu,3,2739,332,9,FALSE,0.48,Plus 2 / Higher Secondary
339663,Ker Singh Adai,Male,52,7/2/2030,National People's Front,Glass,FALSE,5,Lumbini Province,47,Kapilvastu,3,2740,267,10,FALSE,0.39,SLC
342434,Jogi Puri Gosai,Male,57,1/1/2025,Nepal Janata Party,Lotus flower,FALSE,5,Lumbini Province,47,Kapilvastu,3,2741,254,11,FALSE,0.37,Below SLC
342770,Hari Om Tulsyan,Male,55,5/10/2027,Independent,Tire,TRUE,5,Lumbini Province,47,Kapilvastu,3,2742,71,12,FALSE,0.1,Unknown
342596,Mohammad Rafiq Mian,Male,41,6/9/2041,Aam Janata Party (Single Election Symbol),Mobile,FALSE,5,Lumbini Province,47,Kapilvastu,3,2743,47,13,FALSE,0.07,Unknown
341777,Durga Prasad Upadhyay,Male,40,12/29/2041,Independent,Badminton Cork,TRUE,5,Lumbini Province,47,Kapilvastu,3,2744,46,14,FALSE,0.07,Unknown
342683,Alahuddin Darzi,Male,61,9/15/2021,Bahujan Shakti Party,Foundation,FALSE,5,Lumbini Province,47,Kapilvastu,3,2745,45,15,FALSE,0.07,Unknown
342791,Anand Prakash Yadav,Male,34,10/10/2048,Independent,Triangle,TRUE,5,Lumbini Province,47,Kapilvastu,3,2746,34,16,FALSE,0.05,Unknown
340222,Chinta Bahadur Darzi,Male,38,2/2/2044,Independent,Camera,TRUE,5,Lumbini Province,47,Kapilvastu,3,2747,29,17,FALSE,0.04,Certificate Level
342767,Baal Kisun Murau (Maurya),Male,53,1/28/2029,Independent,Fan,TRUE,5,Lumbini Province,47,Kapilvastu,3,2748,15,18,FALSE,0.02,Unknown
340391,Buddhisagar Shukla,Male,66,4/1/2016,Independent,Cable car,TRUE,5,Lumbini Province,47,Kapilvastu,3,2749,13,19,FALSE,0.02,??????? ??
340954,Sharves Pandey,Male,30,8/16/2052,Independent,Pressure cooker,TRUE,5,Lumbini Province,47,Kapilvastu,3,2750,13,20,FALSE,0.02,Plus 2 / Higher Secondary
342727,Sugrim Lonia,Male,33,2/5/2049,Independent,Gambling,TRUE,5,Lumbini Province,47,Kapilvastu,3,2751,12,21,FALSE,0.02,SLC
342704,Abdulhamid Vel,Male,70,10/17/2012,Independent,Saw,TRUE,5,Lumbini Province,47,Kapilvastu,3,2752,11,22,FALSE,0.02,Unknown
342755,Maksud Mian,Male,67,1/10/2015,Independent,Jeep,TRUE,5,Lumbini Province,47,Kapilvastu,3,2753,11,23,FALSE,0.02,SLC
339772,Ashok Kumar Yadav,Male,42,12/6/2039,"People's Democratic Party, Nepal",Buffalo,FALSE,5,Lumbini Province,47,Kapilvastu,3,2754,10,24,FALSE,0.01,Bachelor
342776,Nurul Qamar Khan,Male,57,5/15/2025,Independent,Mango,TRUE,5,Lumbini Province,47,Kapilvastu,3,2755,10,25,FALSE,0.01,Plus 2 / Higher Secondary
342732,Balji Prasad Yadav,Male,49,5/9/2033,Independent,Helmet,TRUE,5,Lumbini Province,47,Kapilvastu,3,2756,10,26,FALSE,0.01,Plus 2 / Higher Secondary
342394,Krishna Kumar Upadhyay,Male,46,7/27/2036,Independent,Cup and plate,TRUE,5,Lumbini Province,47,Kapilvastu,3,2757,9,27,FALSE,0.01,Unknown
342759,Tharq Bahadur Khangaha,Male,50,8/10/2032,Independent,Bag,TRUE,5,Lumbini Province,47,Kapilvastu,3,2758,9,28,FALSE,0.01,Unknown
342762,Manish Kumar Kanodia,Male,48,5/10/2034,Independent,Telescope,TRUE,5,Lumbini Province,47,Kapilvastu,3,2759,9,29,FALSE,0.01,Unknown
342781,Pankaj Kumar Chaudhary,Male,26,12/21/2055,Independent,Petrol pump,TRUE,5,Lumbini Province,47,Kapilvastu,3,2760,7,30,FALSE,0.01,Unknown
342509,Now Ram Niwas,Male,53,1/10/2029,Independent,Tea table,TRUE,5,Lumbini Province,47,Kapilvastu,3,2761,7,31,FALSE,0.01,SLC
341474,Hariram Teli,Male,59,2/10/2023,Independent,Syringe,TRUE,5,Lumbini Province,47,Kapilvastu,3,2762,4,32,FALSE,0.01,5
342772,Ausaf Ahmed Khan,Male,37,4/19/2045,Independent,Stool,TRUE,5,Lumbini Province,47,Kapilvastu,3,2763,2,33,FALSE,0,Unknown
342347,Manoj Kumar Chaturvedi,Male,39,11/16/2043,Independent,Scissors,TRUE,5,Lumbini Province,47,Kapilvastu,3,2764,2,34,FALSE,0,Unknown
341059,God Dayal Mishra,Male,53,9/1/2029,Independent,Box,TRUE,5,Lumbini Province,47,Kapilvastu,3,2765,1,35,FALSE,0,????????
340639,Hariram Prasad Yadav,Male,55,6/15/2027,Independent,Rickshaw,TRUE,5,Lumbini Province,47,Kapilvastu,3,2766,1,36,FALSE,0,Plus 2 / Higher Secondary
342128,Yogesh Gauchan Thakali,Male,32,1/27/2050,Nepali Congress,Tree,FALSE,4,Gandaki Province,48,Mustang,1,2767,3307,1,TRUE,52.65,???????????
339737,Indra Dhara Dadu Bista,Male,56,1/5/2026,Communist Party of Nepal (Unified Marxist-Leninist),Sun,FALSE,4,Gandaki Province,48,Mustang,1,2768,1806,2,FALSE,28.75,?? ???
342245,Aditiyya Chandra Thakali,Male,39,12/19/2042,National Independence Party,Bell,FALSE,4,Gandaki Province,48,Mustang,1,2769,759,3,FALSE,12.08,????????????
